items,hour,rain,event,kitchen_load,prep_time
"veg biryani, tandoori chicken",11,0,0,3,20.8
"veg biryani, burger, chicken biryani",5,1,0,19,36.6
"fried rice, burger, veg biryani",19,0,0,4,24.4
"pizza, burger, tandoori chicken",17,1,0,2,29.5
"tandoori chicken, chicken biryani",7,1,0,11,32.0
fried rice,23,0,0,9,19.3
pasta,21,1,0,6,23.7
"veg biryani, fried rice",14,0,0,6,28.3
"paneer butter masala, pasta, chicken biryani",9,0,0,19,36.4
"burger, paneer butter masala",22,0,0,14,22.6
paneer butter masala,9,0,0,7,15.1
"tandoori chicken, pizza, chicken biryani",22,1,0,9,29.7
chicken biryani,2,0,0,3,18.4
pasta,8,0,0,14,23.4
fried rice,5,0,1,11,25.8
pasta,13,1,0,16,29.9
"pasta, masala dosa",18,0,0,15,29.5
"paneer butter masala, masala dosa, pizza",10,1,0,17,36.3
"veg biryani, fried rice, pasta",20,0,0,13,35.8
"paneer butter masala, masala dosa, chicken biryani",16,0,0,9,30.7
chicken biryani,14,0,0,9,20.4
pasta,20,0,0,4,20.6
"burger, masala dosa",6,0,0,13,26.2
"burger, masala dosa, veg biryani",13,1,0,19,38.7
"paneer butter masala, pasta, burger",7,0,0,10,30.4
"chicken biryani, pizza, burger",5,0,0,2,25.7
"fried rice, masala dosa",7,0,0,7,22.1
"burger, chicken biryani, veg biryani",21,0,0,7,30.4
"naan, tandoori chicken, pizza",16,0,1,19,41.2
veg biryani,2,0,0,17,24.9
"chicken biryani, masala dosa",12,0,0,18,34.8
pizza,7,0,0,15,24.6
chicken biryani,20,0,0,18,34.5
"masala dosa, veg biryani, chicken biryani",3,0,0,2,26.7
"masala dosa, chicken biryani, pizza",7,0,0,15,30.6
naan,5,0,0,18,25.9
burger,9,0,0,9,17.4
burger,1,0,1,11,27.2
"pizza, pasta",10,0,0,4,22.3
"pasta, tandoori chicken",3,0,0,13,22.7
tandoori chicken,2,1,0,17,24.1
"fried rice, burger",16,0,0,1,18.8
"paneer butter masala, veg biryani, pizza",15,0,0,5,28.3
pizza,16,1,0,17,27.3
"chicken biryani, masala dosa",7,0,0,19,29.8
"veg biryani, burger",10,0,0,5,17.6
"masala dosa, pasta",4,1,0,16,30.9
chicken biryani,9,0,0,12,21.4
"fried rice, veg biryani, naan",6,0,0,9,26.8
"tandoori chicken, veg biryani",10,0,0,1,21.8
chicken biryani,13,0,0,8,25.5
"veg biryani, burger, masala dosa",3,0,0,6,25.6
"burger, veg biryani",12,0,0,4,30.3
"veg biryani, masala dosa, burger",2,0,0,13,28.0
"masala dosa, naan",16,1,0,5,25.7
"pasta, naan, pizza",19,1,0,17,36.0
"paneer butter masala, veg biryani, tandoori chicken",23,0,0,17,31.5
pasta,6,1,0,11,26.3
veg biryani,18,0,0,17,22.4
"pasta, tandoori chicken, veg biryani",19,0,1,10,38.3
"chicken biryani, masala dosa, paneer butter masala",1,0,0,1,26.7
"masala dosa, veg biryani, pasta",13,0,0,12,36.3
"pizza, masala dosa",19,1,0,11,28.6
"tandoori chicken, pasta",7,1,0,8,26.1
"burger, masala dosa",4,1,0,2,23.2
"burger, pasta, fried rice",8,0,0,12,31.0
"masala dosa, tandoori chicken, fried rice",20,1,0,9,38.0
chicken biryani,4,0,0,7,19.2
paneer butter masala,6,0,0,11,18.5
"pasta, paneer butter masala, veg biryani",3,1,0,4,33.2
"naan, burger, chicken biryani",14,0,0,6,26.0
"tandoori chicken, pizza",1,0,0,15,27.8
"paneer butter masala, tandoori chicken",12,0,1,9,35.7
pizza,5,0,0,18,26.1
"veg biryani, burger, naan",4,0,1,14,37.4
"burger, masala dosa",4,0,0,18,26.4
burger,2,0,0,6,18.4
"tandoori chicken, pizza",0,0,0,11,23.8
"chicken biryani, veg biryani",9,1,0,12,29.8
chicken biryani,11,1,0,3,14.3
chicken biryani,21,1,0,12,28.9
paneer butter masala,4,0,0,19,23.5
paneer butter masala,14,0,0,12,19.9
"masala dosa, paneer butter masala",15,0,1,2,26.3
"pasta, burger, tandoori chicken",8,1,1,8,42.2
"fried rice, chicken biryani",7,0,0,4,23.4
"naan, burger, veg biryani",14,0,0,18,31.4
"tandoori chicken, burger",23,0,0,9,25.4
"veg biryani, pasta, burger",2,0,0,11,31.6
veg biryani,13,0,0,8,24.9
"tandoori chicken, naan, veg biryani",4,0,0,3,27.9
"paneer butter masala, chicken biryani, burger",11,1,0,4,28.5
pizza,11,1,1,7,25.4
pasta,5,0,0,3,16.3
"chicken biryani, burger, veg biryani",8,0,0,13,30.2
"veg biryani, tandoori chicken, burger",4,0,0,18,31.6
chicken biryani,13,0,1,10,33.5
naan,14,1,0,5,19.7
"naan, pasta, paneer butter masala",20,1,0,11,39.9
chicken biryani,9,0,0,12,19.4
masala dosa,20,0,0,7,25.4
veg biryani,16,1,0,14,24.7
paneer butter masala,16,0,0,8,22.0
"veg biryani, masala dosa, naan",7,0,0,7,28.7
paneer butter masala,1,0,0,3,15.9
fried rice,18,0,0,8,17.7
"burger, paneer butter masala, veg biryani",2,1,0,17,38.9
"naan, chicken biryani, pizza",0,0,0,13,32.9
"masala dosa, burger",8,0,1,7,25.4
"paneer butter masala, chicken biryani, burger",11,0,0,3,25.3
tandoori chicken,15,0,0,9,17.6
"fried rice, paneer butter masala, tandoori chicken",16,1,0,18,35.3
"naan, pasta, tandoori chicken",17,0,0,15,30.7
naan,19,1,1,8,27.8
pasta,17,0,0,2,16.5
"pasta, naan",11,0,0,11,24.9
paneer butter masala,6,0,1,15,34.1
"chicken biryani, naan, tandoori chicken",0,0,0,6,29.4
paneer butter masala,18,0,1,2,24.9
"tandoori chicken, pizza",13,0,0,6,28.5
"tandoori chicken, pasta, paneer butter masala",12,0,0,17,39.5
"veg biryani, burger",4,0,0,9,21.9
"fried rice, naan, paneer butter masala",15,1,0,17,34.1
tandoori chicken,17,0,0,1,15.1
chicken biryani,16,0,0,4,13.1
"fried rice, burger, naan",10,0,0,3,26.4
"masala dosa, pizza, chicken biryani",12,0,0,19,40.4
"fried rice, pasta, naan",20,0,0,8,34.0
"pizza, paneer butter masala, naan",5,0,0,13,30.2
"masala dosa, pasta, chicken biryani",14,1,0,19,35.5
"masala dosa, veg biryani, pasta",19,1,0,4,29.4
"burger, veg biryani",19,0,0,19,27.9
"burger, naan, masala dosa",21,0,1,18,46.0
"paneer butter masala, pasta",4,1,1,18,37.7
"pasta, fried rice",6,0,0,11,24.5
"paneer butter masala, fried rice, tandoori chicken",19,0,0,6,30.4
"pasta, chicken biryani",8,0,0,1,18.8
paneer butter masala,16,0,0,19,23.5
"masala dosa, naan",1,0,0,1,20.9
"tandoori chicken, burger, pizza",15,0,0,15,33.0
chicken biryani,18,0,0,18,23.3
"pizza, burger, chicken biryani",18,1,1,8,39.1
"paneer butter masala, burger, veg biryani",2,0,1,5,33.0
burger,4,1,0,18,25.7
"burger, fried rice, pizza",16,0,0,3,29.9
"paneer butter masala, chicken biryani",19,0,0,16,29.6
chicken biryani,9,0,0,7,22.7
"tandoori chicken, chicken biryani, masala dosa",10,0,1,9,36.9
"masala dosa, naan",23,0,0,2,19.4
tandoori chicken,5,0,0,10,23.9
tandoori chicken,2,0,0,2,14.9
"naan, burger",18,1,1,10,32.4
"veg biryani, pasta, masala dosa",14,1,0,4,31.0
"fried rice, masala dosa",10,0,0,1,20.6
"pasta, fried rice",21,0,0,1,25.0
"pasta, veg biryani, burger",3,0,0,14,33.1
"tandoori chicken, burger, pasta",18,1,0,18,35.0
"chicken biryani, naan",15,0,0,15,26.6
"tandoori chicken, paneer butter masala, pasta",19,0,0,17,30.3
masala dosa,15,0,0,18,23.0
"pizza, paneer butter masala, fried rice",8,0,0,15,33.0
"masala dosa, chicken biryani",9,0,0,14,25.2
chicken biryani,14,0,0,3,14.8
"paneer butter masala, tandoori chicken",3,0,0,16,28.8
tandoori chicken,20,1,1,13,37.4
"masala dosa, naan",14,0,0,6,24.7
"naan, fried rice",19,0,0,10,26.8
veg biryani,3,0,0,11,17.1
"burger, tandoori chicken, masala dosa",6,0,0,9,30.1
"pizza, fried rice, pasta",1,0,0,2,23.3
"pizza, paneer butter masala",10,0,0,4,23.4
"pizza, tandoori chicken, naan",15,0,0,15,31.5
naan,5,0,0,7,15.0
naan,8,0,0,4,15.6
naan,9,0,0,1,13.7
pizza,19,1,0,5,22.2
"burger, chicken biryani",17,1,0,4,26.9
pizza,20,0,0,10,20.7
"naan, chicken biryani, pasta",0,0,0,13,32.6
"veg biryani, pizza, paneer butter masala",20,0,1,5,37.2
"pizza, chicken biryani, pasta",20,0,1,1,34.8
"veg biryani, burger, paneer butter masala",13,0,1,6,40.4
pasta,11,0,0,10,26.0
"naan, pizza, masala dosa",14,1,0,16,35.2
chicken biryani,8,0,0,5,20.7
"fried rice, naan",20,0,0,15,27.0
"naan, tandoori chicken, pasta",1,0,0,5,26.7
"veg biryani, masala dosa",12,0,0,1,23.5
"pizza, paneer butter masala",6,0,0,10,21.4
"chicken biryani, burger, naan",9,0,0,2,30.9
"fried rice, chicken biryani, masala dosa",11,0,0,19,35.4
burger,17,0,0,8,18.9
burger,2,0,0,3,16.9
"masala dosa, naan, tandoori chicken",10,0,0,1,24.3
"burger, pizza",14,0,0,16,25.9
veg biryani,6,1,0,7,22.4
"naan, masala dosa, tandoori chicken",0,0,0,17,31.9
chicken biryani,11,0,0,7,17.9
"tandoori chicken, chicken biryani",2,0,0,3,21.4
veg biryani,17,0,0,16,25.5
masala dosa,20,1,0,19,32.8
naan,22,0,0,7,15.9
"paneer butter masala, veg biryani",18,1,0,3,24.1
"chicken biryani, masala dosa",6,0,0,8,21.3
"pizza, paneer butter masala",4,0,0,17,28.3
"chicken biryani, veg biryani, tandoori chicken",15,0,0,13,30.0
veg biryani,11,0,0,4,16.8
masala dosa,4,0,0,11,20.1
"burger, veg biryani",21,1,0,9,33.8
"pasta, paneer butter masala",19,0,0,15,27.7
pizza,0,0,0,16,21.8
veg biryani,5,0,0,17,21.9
"chicken biryani, pizza",11,0,0,6,26.0
"naan, paneer butter masala",10,0,1,3,31.4
naan,20,1,0,10,27.3
"masala dosa, pasta",22,0,0,11,23.8
"veg biryani, masala dosa, paneer butter masala",19,0,0,2,24.7
"pizza, burger",12,0,1,12,38.8
"masala dosa, pasta",2,0,0,19,32.7
"tandoori chicken, masala dosa, pasta",23,1,0,17,38.4
veg biryani,4,0,1,1,20.3
"masala dosa, paneer butter masala, pizza",10,0,0,14,32.9
"pizza, chicken biryani, pasta",18,0,0,15,29.8
"burger, pizza",11,1,0,6,27.3
pizza,19,0,0,8,20.4
veg biryani,23,0,0,6,19.9
"chicken biryani, paneer butter masala, tandoori chicken",8,1,0,14,34.6
tandoori chicken,18,0,0,14,21.3
"tandoori chicken, paneer butter masala",23,1,1,6,34.5
"paneer butter masala, pizza, chicken biryani",17,0,0,1,24.1
"fried rice, pasta",16,0,1,11,32.8
burger,12,1,0,10,28.0
"masala dosa, burger",9,0,0,13,26.1
"chicken biryani, naan, fried rice",16,0,0,19,34.1
"burger, chicken biryani",6,0,0,6,22.9
"burger, veg biryani, fried rice",6,0,1,17,41.3
chicken biryani,9,0,0,10,22.2
"masala dosa, tandoori chicken",11,0,0,19,33.0
"burger, pizza, chicken biryani",16,0,0,19,33.5
paneer butter masala,8,1,0,2,19.7
"pizza, pasta, naan",16,0,1,12,33.8
"tandoori chicken, burger, veg biryani",23,0,0,10,31.4
fried rice,22,0,0,18,27.2
"fried rice, paneer butter masala, naan",16,0,0,11,30.5
"fried rice, pasta, pizza",17,0,0,9,26.9
"masala dosa, veg biryani",4,0,0,1,23.0
"masala dosa, chicken biryani, pasta",13,0,0,18,42.4
fried rice,7,0,0,14,22.3
"naan, chicken biryani, paneer butter masala",5,0,0,15,31.7
"masala dosa, pasta, chicken biryani",2,1,0,6,29.0
"chicken biryani, pizza, fried rice",7,0,0,5,33.6
"burger, fried rice, masala dosa",5,1,0,11,30.0
"masala dosa, pizza",10,0,0,8,26.2
naan,0,0,1,16,31.7
masala dosa,2,0,1,16,33.3
"tandoori chicken, naan",3,0,0,9,25.0
"chicken biryani, paneer butter masala, pasta",12,1,0,14,41.6
"chicken biryani, fried rice",17,0,0,12,26.7
"tandoori chicken, chicken biryani",9,1,0,11,29.1
"burger, paneer butter masala",15,0,0,2,19.6
"burger, masala dosa",0,1,0,15,30.4
"burger, pizza",17,0,1,8,30.2
paneer butter masala,6,0,0,10,19.0
"chicken biryani, naan",16,0,0,13,25.7
"burger, paneer butter masala",3,0,0,2,21.7
"tandoori chicken, fried rice, masala dosa",22,1,0,14,34.3
"veg biryani, tandoori chicken, pasta",5,0,0,14,32.6
tandoori chicken,23,0,0,17,24.1
"fried rice, paneer butter masala, masala dosa",3,0,0,2,25.9
masala dosa,8,0,0,16,23.4
tandoori chicken,17,0,0,15,22.5
"pizza, burger",10,0,0,17,28.5
"masala dosa, pizza",13,0,0,12,30.3
masala dosa,15,0,0,7,18.9
pizza,10,0,0,8,18.5
"pizza, naan",1,0,1,5,33.0
paneer butter masala,18,0,0,4,17.1
"pasta, masala dosa, naan",9,1,1,13,39.7
veg biryani,7,0,0,3,17.3
"fried rice, tandoori chicken",20,0,0,2,26.4
"chicken biryani, masala dosa, burger",16,0,0,6,29.7
"masala dosa, tandoori chicken",2,0,0,3,20.9
pasta,22,0,0,5,19.0
"fried rice, veg biryani",3,0,0,9,24.8
"pasta, paneer butter masala",17,0,0,4,18.7
"pizza, pasta, chicken biryani",20,0,0,18,38.7
"pizza, masala dosa",2,0,0,1,19.4
"veg biryani, tandoori chicken, fried rice",15,0,0,8,27.1
"chicken biryani, pizza",21,0,1,7,34.2
"burger, paneer butter masala",18,0,0,16,30.7
"pizza, paneer butter masala",3,0,0,13,27.7
"veg biryani, paneer butter masala, chicken biryani",1,0,0,18,32.8
"paneer butter masala, masala dosa",8,0,0,9,22.3
"pasta, masala dosa, veg biryani",1,0,0,1,23.9
pasta,11,0,0,13,22.9
"veg biryani, masala dosa",13,0,0,8,29.4
"burger, masala dosa, pasta",14,0,0,19,35.5
"naan, pizza, paneer butter masala",17,0,0,17,34.1
"masala dosa, burger, tandoori chicken",0,1,0,6,28.1
"burger, naan, paneer butter masala",14,0,0,13,31.7
"naan, burger",15,0,0,11,28.1
veg biryani,3,0,0,2,17.0
pasta,1,0,0,19,24.9
"pasta, tandoori chicken, burger",2,0,0,6,26.2
paneer butter masala,12,0,1,17,37.4
"masala dosa, fried rice",16,0,0,14,25.7
tandoori chicken,13,0,0,1,22.3
chicken biryani,3,0,1,1,23.8
"veg biryani, tandoori chicken, burger",8,0,0,16,32.6
burger,8,0,0,14,23.7
burger,14,0,0,10,19.8
burger,2,1,0,8,23.7
"pasta, naan, fried rice",17,1,0,16,36.3
"pasta, paneer butter masala, veg biryani",20,0,0,9,32.6
"fried rice, tandoori chicken, burger",6,0,0,12,34.5
"pasta, masala dosa, burger",14,1,0,16,34.4
"burger, naan",22,0,0,17,27.3
"naan, masala dosa, chicken biryani",16,1,0,1,29.2
veg biryani,20,1,0,15,29.0
tandoori chicken,13,0,0,5,21.7
"pasta, burger, paneer butter masala",22,0,0,18,33.7
"naan, burger, tandoori chicken",14,0,0,8,30.5
"pasta, paneer butter masala",16,0,0,17,29.1
"pasta, tandoori chicken",9,0,0,5,21.0
"chicken biryani, fried rice",19,0,0,16,27.5
naan,4,0,0,19,25.3
"naan, chicken biryani, pasta",8,0,0,8,33.2
"fried rice, naan",10,0,1,9,30.4
"masala dosa, chicken biryani, pasta",11,0,0,1,24.7
"chicken biryani, burger, tandoori chicken",4,0,0,15,30.3
burger,20,0,0,15,27.9
"pasta, chicken biryani, pizza",18,1,0,13,33.5
fried rice,16,0,0,13,22.3
"fried rice, naan, tandoori chicken",2,0,0,14,32.3
"masala dosa, naan",17,0,0,15,29.2
"pasta, burger, veg biryani",7,1,0,17,34.8
"fried rice, naan, paneer butter masala",4,0,0,17,32.2
fried rice,12,0,0,15,22.5
"paneer butter masala, fried rice",9,0,0,18,27.7
"tandoori chicken, veg biryani",1,0,1,14,33.7
"chicken biryani, fried rice",14,0,0,11,24.1
"masala dosa, burger, naan",20,0,0,3,32.9
"paneer butter masala, pizza",21,0,0,8,24.9
"masala dosa, tandoori chicken",13,0,0,7,27.6
fried rice,18,0,0,14,21.4
naan,13,0,0,4,21.1
masala dosa,23,1,0,13,24.6
"paneer butter masala, masala dosa, chicken biryani",20,0,0,8,37.5
"fried rice, pizza",21,1,0,8,32.0
"veg biryani, chicken biryani",4,0,0,7,26.2
"paneer butter masala, burger, pasta",6,0,0,18,36.9
"veg biryani, fried rice",12,0,0,7,30.1
pasta,3,0,0,6,19.1
burger,20,1,0,12,30.5
"fried rice, naan, masala dosa",15,0,0,8,28.6
"veg biryani, fried rice, tandoori chicken",10,0,0,10,26.4
"pizza, veg biryani, naan",11,0,0,11,32.0
"chicken biryani, paneer butter masala",4,0,0,4,20.6
"veg biryani, paneer butter masala",23,1,0,3,23.2
paneer butter masala,20,1,0,16,29.3
"pasta, naan",12,0,1,12,42.4
"veg biryani, paneer butter masala, naan",10,0,0,17,31.6
"tandoori chicken, fried rice, burger",7,0,0,5,26.3
pizza,9,0,0,2,15.4
"pasta, masala dosa",1,0,0,14,24.6
burger,2,0,0,9,18.3
"masala dosa, chicken biryani",7,0,0,13,26.1
naan,3,0,0,2,15.7
"pasta, fried rice",6,0,0,17,30.0
"masala dosa, tandoori chicken",10,0,0,16,27.8
"paneer butter masala, masala dosa",18,0,0,7,23.4
"pizza, masala dosa, veg biryani",22,0,0,15,33.4
"masala dosa, chicken biryani, burger",6,0,0,8,28.5
"veg biryani, tandoori chicken, paneer butter masala",23,0,0,11,29.3
masala dosa,0,0,0,5,18.8
"chicken biryani, paneer butter masala",7,0,0,15,28.9
tandoori chicken,22,0,0,5,15.9
"chicken biryani, tandoori chicken, veg biryani",7,0,0,15,30.0
"tandoori chicken, burger, chicken biryani",2,0,0,6,28.2
"chicken biryani, naan",5,0,0,16,28.8
tandoori chicken,7,0,0,2,15.2
"naan, masala dosa",21,0,0,4,25.0
"masala dosa, pizza, burger",3,0,0,15,31.0
veg biryani,5,0,0,4,17.9
"veg biryani, naan",12,0,0,12,35.2
naan,17,0,1,10,24.9
"naan, chicken biryani, masala dosa",8,0,0,3,26.5
"pizza, burger, naan",12,0,0,19,36.1
"pasta, paneer butter masala",7,0,0,16,23.9
"paneer butter masala, masala dosa",13,0,0,11,29.2
paneer butter masala,3,0,0,15,21.7
paneer butter masala,9,1,0,1,15.7
paneer butter masala,2,0,0,7,18.4
"pasta, fried rice",18,0,0,12,25.7
"naan, pasta, tandoori chicken",11,0,1,3,32.9
"naan, paneer butter masala, pasta",10,0,0,17,31.5
tandoori chicken,23,0,0,10,19.3
fried rice,1,0,0,9,17.0
"tandoori chicken, naan, masala dosa",4,0,0,18,35.5
"pizza, fried rice",11,0,0,2,21.7
"masala dosa, veg biryani, naan",12,0,0,9,32.0
"paneer butter masala, pasta",16,0,0,16,28.2
"burger, masala dosa",6,0,0,2,20.5
"fried rice, tandoori chicken",1,0,1,15,34.9
"pasta, paneer butter masala, chicken biryani",21,0,0,10,36.9
"burger, veg biryani, fried rice",7,0,0,14,32.8
fried rice,2,0,0,13,22.1
fried rice,16,0,0,16,24.7
pasta,1,0,0,13,20.5
"veg biryani, fried rice, burger",6,0,0,4,25.4
"pizza, chicken biryani, veg biryani",6,0,0,12,30.2
paneer butter masala,16,0,0,14,21.8
naan,10,0,0,8,12.6
"pizza, masala dosa, burger",9,0,0,11,27.9
"naan, masala dosa, pizza",0,0,0,8,27.5
"naan, pizza",14,1,0,5,23.8
"burger, veg biryani, chicken biryani",2,0,0,13,31.6
"naan, fried rice, veg biryani",16,1,0,8,31.4
"pizza, masala dosa",9,0,0,15,26.3
burger,15,1,0,16,24.9
"paneer butter masala, tandoori chicken, pasta",3,0,0,6,30.0
"masala dosa, burger, fried rice",14,0,0,1,23.7
"pasta, fried rice",21,0,0,13,32.2
"veg biryani, pasta",3,0,0,19,33.0
veg biryani,16,0,0,15,22.5
"pasta, pizza, veg biryani",16,0,0,19,35.1
"masala dosa, chicken biryani",19,0,0,11,22.5
"chicken biryani, naan",15,0,0,19,28.0
"chicken biryani, naan, masala dosa",5,0,0,11,30.4
"fried rice, veg biryani",10,0,0,6,21.3
"masala dosa, veg biryani",18,0,0,8,21.8
paneer butter masala,7,0,0,15,25.3
"pizza, pasta, naan",6,0,0,6,25.3
fried rice,12,0,0,5,20.4
"chicken biryani, pizza, veg biryani",6,0,0,17,36.0
chicken biryani,16,0,0,9,18.5
pizza,22,0,1,19,30.8
"masala dosa, fried rice, burger",7,0,0,3,22.4
"pasta, veg biryani",18,0,0,19,28.1
naan,22,0,0,6,13.5
paneer butter masala,18,0,0,17,21.1
burger,23,0,0,7,16.5
"pasta, naan",21,1,0,12,34.1
"masala dosa, pasta",10,0,0,17,31.5
"naan, fried rice",1,0,0,18,30.8
"chicken biryani, masala dosa",15,1,0,19,33.0
"pasta, burger, pizza",20,0,0,18,35.3
"fried rice, tandoori chicken",23,0,0,3,21.1
veg biryani,12,0,0,16,25.7
"fried rice, naan, pizza",8,0,0,9,34.0
tandoori chicken,13,1,0,7,25.7
"pizza, fried rice",18,0,0,13,29.6
tandoori chicken,13,1,0,18,28.8
pizza,18,0,1,10,29.8
"veg biryani, burger, fried rice",6,1,0,9,32.3
"paneer butter masala, fried rice",13,1,0,1,24.6
"veg biryani, pizza",21,0,0,12,32.7
"burger, naan",5,0,0,11,28.7
"fried rice, paneer butter masala, masala dosa",2,1,0,11,33.0
"masala dosa, pasta",17,1,0,17,30.0
masala dosa,5,0,1,10,27.0
"fried rice, veg biryani",21,0,0,16,32.8
"masala dosa, paneer butter masala, fried rice",9,0,0,17,33.7
chicken biryani,0,0,0,5,20.3
"masala dosa, paneer butter masala, naan",21,0,0,7,34.6
"chicken biryani, masala dosa",21,0,0,15,33.4
"naan, burger",7,0,0,12,24.7
"tandoori chicken, burger, pasta",2,0,0,19,33.8
paneer butter masala,23,0,0,19,25.7
"tandoori chicken, pasta",15,0,0,16,30.0
"paneer butter masala, pizza, naan",16,0,1,7,35.9
naan,10,0,0,9,19.6
"fried rice, chicken biryani",18,0,0,16,29.8
masala dosa,15,1,0,18,26.8
"fried rice, burger, pizza",6,0,0,9,29.3
"fried rice, chicken biryani",21,0,0,6,28.6
veg biryani,14,0,0,14,22.3
fried rice,5,0,0,19,26.8
"tandoori chicken, masala dosa, burger",12,0,0,1,29.0
"veg biryani, chicken biryani, tandoori chicken",17,0,1,16,40.2
burger,22,0,0,13,22.5
pizza,21,0,0,18,30.2
tandoori chicken,4,0,0,12,23.1
pizza,8,0,0,11,19.6
pizza,0,0,1,13,30.3
"masala dosa, chicken biryani, paneer butter masala",1,0,0,19,35.9
"pizza, veg biryani, chicken biryani",7,0,0,12,33.9
chicken biryani,10,0,0,1,16.4
"veg biryani, burger, fried rice",3,1,0,3,30.5
"naan, chicken biryani, pizza",5,0,0,16,35.1
"burger, masala dosa, chicken biryani",2,0,0,16,36.1
pizza,19,0,1,8,28.7
"pizza, naan",13,0,0,13,29.2
paneer butter masala,2,0,0,1,13.3
"burger, masala dosa",6,0,0,19,30.6
"tandoori chicken, fried rice",22,1,0,7,27.2
"pasta, chicken biryani",1,0,0,13,29.4
"burger, pizza, naan",2,0,0,8,28.5
tandoori chicken,15,0,0,17,28.4
naan,2,0,0,18,25.7
"chicken biryani, burger, pasta",5,0,0,11,30.2
"veg biryani, pizza",16,0,1,3,26.7
"naan, pizza, chicken biryani",11,0,0,1,28.3
"naan, tandoori chicken",0,0,0,11,22.1
paneer butter masala,6,0,0,16,24.6
"pasta, fried rice, veg biryani",3,0,0,10,28.9
"pasta, paneer butter masala",2,0,0,2,19.4
"pizza, naan",15,0,0,6,21.5
burger,20,0,0,18,29.4
veg biryani,12,0,0,9,21.3
"burger, chicken biryani, paneer butter masala",16,1,0,4,33.0
"fried rice, masala dosa",13,0,0,5,32.1
naan,21,0,0,13,23.5
"naan, burger, tandoori chicken",10,0,0,9,30.2
"fried rice, pasta, burger",16,0,0,10,29.5
"pasta, naan, tandoori chicken",6,1,0,12,35.4
"pasta, paneer butter masala, veg biryani",22,0,0,7,28.0
"naan, pasta, paneer butter masala",2,1,0,14,36.7
"paneer butter masala, chicken biryani",17,0,0,12,25.4
"tandoori chicken, chicken biryani, pizza",3,0,0,13,35.4
"chicken biryani, burger",4,0,0,3,19.4
paneer butter masala,18,0,0,5,16.5
"veg biryani, masala dosa, pasta",0,0,0,16,30.2
"chicken biryani, masala dosa",21,1,0,15,36.3
"chicken biryani, fried rice, pasta",19,1,0,6,31.5
