items,hour,rain,event,kitchen_load,prep_time
"paneer butter masala, fried rice",0,1,0,2,24.5
"burger, pasta",9,1,0,11,32.0
"fried rice, burger",22,0,0,9,24.3
"pasta, tandoori chicken, fried rice",1,1,0,6,28.7
pizza,21,0,0,6,28.3
"pasta, veg biryani, fried rice",14,0,0,19,36.4
"naan, pasta, pizza",4,0,0,14,27.6
"naan, pizza",9,0,0,7,20.1
"veg biryani, masala dosa",17,1,0,9,24.7
"pasta, veg biryani, masala dosa",11,0,0,3,28.4
"masala dosa, tandoori chicken",5,0,0,14,28.4
"naan, tandoori chicken",21,0,1,11,35.8
"masala dosa, chicken biryani, fried rice",18,1,0,16,34.9
"paneer butter masala, chicken biryani, tandoori chicken",9,0,0,15,34.5
tandoori chicken,15,1,0,17,26.3
"fried rice, pizza",15,0,0,13,25.8
burger,11,0,0,9,20.7
"pasta, masala dosa, tandoori chicken",3,0,0,9,30.4
pasta,13,0,0,4,20.6
"naan, veg biryani, masala dosa",19,0,0,13,31.2
"pizza, chicken biryani, burger",19,1,0,19,33.7
"chicken biryani, paneer butter masala",11,0,0,10,25.4
pasta,17,0,0,2,15.7
"pizza, fried rice",2,0,0,7,22.1
"fried rice, masala dosa",9,0,0,7,20.4
pasta,3,0,1,19,31.2
naan,8,0,0,17,24.9
burger,19,0,0,18,24.8
pasta,11,0,0,15,24.6
pasta,16,0,0,18,29.5
"veg biryani, fried rice",17,0,0,2,21.7
"masala dosa, pizza, tandoori chicken",0,0,0,15,30.6
"veg biryani, fried rice",21,0,0,18,35.9
"pasta, naan, chicken biryani",20,0,0,9,32.4
"veg biryani, pizza",13,0,1,11,37.2
naan,22,0,0,4,17.3
"veg biryani, burger, pasta",12,0,0,13,32.7
"fried rice, naan, burger",11,1,0,17,34.1
"pasta, paneer butter masala, masala dosa",2,0,0,1,23.8
chicken biryani,3,0,0,5,18.3
chicken biryani,12,1,0,17,32.3
pizza,8,0,0,19,24.8
"paneer butter masala, chicken biryani, tandoori chicken",15,0,0,5,22.6
"masala dosa, pizza, tandoori chicken",15,1,0,16,35.9
"pizza, pasta, burger",13,0,0,12,36.4
fried rice,1,0,0,9,16.8
"veg biryani, tandoori chicken, pizza",11,0,0,1,26.8
chicken biryani,2,0,0,8,20.5
"masala dosa, paneer butter masala",22,0,0,6,20.6
fried rice,19,0,0,4,20.3
naan,8,0,0,13,18.0
"naan, fried rice, tandoori chicken",13,1,0,5,35.7
"pasta, chicken biryani",22,1,0,17,31.0
"masala dosa, fried rice",17,0,0,17,26.5
"masala dosa, naan, burger",15,1,0,11,36.3
"paneer butter masala, pizza, fried rice",18,0,0,17,32.4
"chicken biryani, masala dosa, burger",14,0,1,10,38.3
"tandoori chicken, fried rice, naan",13,0,0,1,31.7
"burger, fried rice",22,0,0,12,26.3
"chicken biryani, paneer butter masala, veg biryani",16,1,0,11,33.6
burger,19,1,0,8,21.1
fried rice,13,1,0,2,23.2
"veg biryani, paneer butter masala",14,0,0,12,26.0
"veg biryani, tandoori chicken",6,1,0,9,28.0
"paneer butter masala, veg biryani, tandoori chicken",9,0,0,7,29.2
burger,16,0,0,11,18.5
burger,2,1,0,4,23.2
"pasta, fried rice, burger",17,0,0,6,26.0
"fried rice, tandoori chicken",22,0,0,15,27.8
paneer butter masala,17,0,1,9,25.7
"veg biryani, paneer butter masala",15,0,0,18,31.1
"pizza, pasta, masala dosa",19,0,1,14,37.4
"naan, pasta, burger",14,0,0,18,31.4
"naan, chicken biryani, masala dosa",18,0,0,6,28.4
"veg biryani, chicken biryani",4,0,0,11,23.8
masala dosa,12,1,0,12,29.8
"naan, fried rice, burger",19,1,0,3,24.3
"paneer butter masala, tandoori chicken, pizza",23,1,0,12,33.9
"tandoori chicken, paneer butter masala",7,0,0,19,28.5
"veg biryani, pizza, pasta",23,0,0,12,29.9
"pasta, masala dosa, tandoori chicken",0,0,1,2,31.3
"veg biryani, pasta",13,1,1,8,42.2
"masala dosa, chicken biryani",21,0,0,4,28.4
"pizza, tandoori chicken",15,0,0,18,26.4
"tandoori chicken, paneer butter masala, pizza",10,0,0,9,30.4
"chicken biryani, pasta, tandoori chicken",23,0,0,11,31.6
pizza,9,0,0,8,19.9
burger,1,0,0,3,17.9
"naan, veg biryani, pasta",5,1,0,4,28.5
"fried rice, veg biryani",17,1,1,7,30.4
"paneer butter masala, tandoori chicken",8,0,0,3,21.3
"masala dosa, pizza, tandoori chicken",12,0,0,13,35.2
chicken biryani,4,0,0,18,21.6
"paneer butter masala, masala dosa, pasta",10,0,1,10,38.5
burger,21,1,0,5,24.7
"burger, tandoori chicken, naan",7,1,0,11,34.9
"tandoori chicken, paneer butter masala, chicken biryani",23,0,0,12,29.4
"masala dosa, tandoori chicken, pizza",23,0,0,7,30.4
fried rice,1,1,0,14,24.7
"fried rice, pizza, chicken biryani",22,0,0,8,32.0
pasta,5,0,0,7,18.7
"chicken biryani, naan",22,0,0,3,20.9
paneer butter masala,12,0,0,8,22.7
"paneer butter masala, tandoori chicken",3,1,0,17,33.9
naan,23,0,0,13,22.9
naan,17,0,1,7,20.4
"veg biryani, burger, pizza",23,0,0,3,25.3
"paneer butter masala, burger",0,0,0,9,22.6
"paneer butter masala, masala dosa",18,1,0,18,30.3
"pizza, chicken biryani, pasta",11,0,0,15,30.7
"naan, burger, pizza",12,1,1,8,42.8
"paneer butter masala, veg biryani",12,0,0,2,26.5
"masala dosa, veg biryani, fried rice",7,0,0,11,29.9
burger,15,0,1,15,34.1
tandoori chicken,5,0,0,6,19.4
pasta,4,0,1,2,24.9
"masala dosa, chicken biryani, pasta",0,0,0,6,28.5
masala dosa,21,0,0,17,29.5
burger,7,0,0,9,16.9
pizza,18,1,0,17,24.1
"pizza, naan",4,0,0,1,20.1
"pizza, masala dosa",18,0,0,4,18.1
"fried rice, tandoori chicken, pizza",15,0,0,3,26.4
"veg biryani, paneer butter masala, pizza",6,0,0,19,35.4
"masala dosa, burger",22,0,0,8,24.0
"naan, chicken biryani, paneer butter masala",21,0,0,13,35.2
"pasta, paneer butter masala",12,1,0,19,35.5
"tandoori chicken, chicken biryani, naan",9,1,0,4,29.4
"pizza, masala dosa, paneer butter masala",6,0,0,19,32.9
"pasta, veg biryani, burger",17,0,1,18,41.0
"fried rice, masala dosa, paneer butter masala",8,1,1,18,42.7
chicken biryani,21,0,0,11,24.5
"tandoori chicken, veg biryani, naan",13,0,0,6,35.4
pizza,11,0,0,1,13.8
"chicken biryani, burger",9,0,0,19,28.5
"pasta, fried rice, paneer butter masala",13,0,0,1,30.9
fried rice,6,0,0,15,23.0
paneer butter masala,3,0,0,18,23.3
"paneer butter masala, masala dosa, naan",17,1,1,8,39.1
pasta,0,0,1,5,23.0
"naan, veg biryani, paneer butter masala",17,1,0,18,35.7
chicken biryani,22,0,0,3,19.9
chicken biryani,0,0,0,16,24.6
pizza,22,0,0,7,22.7
veg biryani,23,0,1,9,26.9
"paneer butter masala, veg biryani",15,0,0,2,19.4
tandoori chicken,3,0,0,10,23.9
paneer butter masala,14,0,0,2,14.9
"pizza, tandoori chicken",18,1,1,10,32.4
"fried rice, veg biryani, pizza",3,1,0,4,31.0
tandoori chicken,1,0,0,1,15.6
tandoori chicken,9,0,0,1,15.0
"burger, paneer butter masala",17,0,0,14,28.1
"masala dosa, veg biryani, naan",19,1,0,18,35.0
paneer butter masala,17,0,0,15,21.6
"fried rice, pizza",16,0,0,17,25.3
"chicken biryani, paneer butter masala",1,0,0,18,28.0
pasta,11,0,0,15,23.0
"chicken biryani, paneer butter masala",10,0,0,14,25.2
burger,9,0,0,3,14.8
pasta,15,0,0,16,23.8
veg biryani,8,1,1,13,32.4
pasta,23,0,0,6,19.7
"paneer butter masala, chicken biryani",1,0,0,10,26.8
"fried rice, naan",3,0,0,11,22.1
pasta,5,0,0,9,20.1
"veg biryani, tandoori chicken, chicken biryani",1,0,0,2,23.3
"naan, veg biryani",22,0,0,4,23.4
masala dosa,14,0,0,15,21.5
masala dosa,1,0,0,7,15.0
"chicken biryani, veg biryani, naan",3,0,0,4,25.6
"paneer butter masala, chicken biryani",12,0,0,1,23.7
"veg biryani, tandoori chicken, paneer butter masala",11,1,0,5,32.2
pasta,22,1,0,4,21.9
"fried rice, pasta",9,0,0,10,20.7
"tandoori chicken, masala dosa",14,0,0,13,27.6
"chicken biryani, pasta, masala dosa",20,0,1,5,37.2
"veg biryani, burger, pizza",13,0,1,1,34.8
"chicken biryani, naan, pasta",11,0,1,6,35.4
naan,11,0,0,10,26.0
"fried rice, veg biryani",12,1,0,16,35.2
veg biryani,0,0,0,5,20.7
"naan, masala dosa, tandoori chicken",0,0,0,15,27.0
veg biryani,16,0,0,5,16.7
pasta,1,0,0,1,13.5
"fried rice, masala dosa, paneer butter masala",23,0,0,10,26.4
"veg biryani, naan, pasta",19,0,0,2,30.9
masala dosa,14,0,0,19,25.4
"naan, paneer butter masala",19,0,0,8,23.9
paneer butter masala,10,0,0,3,16.9
veg biryani,16,0,0,1,14.3
burger,2,0,0,16,20.9
"masala dosa, burger",22,1,0,7,27.4
"naan, burger, paneer butter masala",20,0,0,17,36.9
"veg biryani, pasta, fried rice",0,0,0,7,27.9
fried rice,1,0,0,3,16.4
"paneer butter masala, naan",11,0,0,16,30.5
"pizza, fried rice, tandoori chicken",23,1,0,19,37.8
paneer butter masala,22,0,0,7,15.9
"naan, tandoori chicken, chicken biryani",18,1,0,3,29.1
naan,19,0,0,8,16.3
veg biryani,16,0,0,17,23.3
"burger, veg biryani",13,0,0,13,30.0
"burger, naan",4,0,0,4,21.8
chicken biryani,20,0,0,11,25.1
"pasta, burger, masala dosa",17,1,0,9,33.8
"pizza, naan, burger",17,0,0,15,32.7
"burger, fried rice, pasta",3,0,0,16,31.8
"paneer butter masala, pizza, chicken biryani",21,0,0,17,36.9
pasta,19,0,0,6,21.0
"pizza, naan, chicken biryani",23,0,1,3,36.4
"veg biryani, pasta, burger",21,1,0,10,37.3
pasta,6,0,0,11,18.8
burger,17,0,0,2,14.7
"pizza, masala dosa",11,0,1,12,33.8
"fried rice, burger, chicken biryani",0,0,0,19,37.7
"naan, veg biryani, paneer butter masala",16,1,0,17,38.4
"pizza, naan, fried rice",14,0,1,1,30.3
"masala dosa, fried rice",13,0,0,14,32.9
"chicken biryani, tandoori chicken",16,0,0,15,24.8
paneer butter masala,6,1,0,6,22.3
"pasta, pizza, tandoori chicken",9,0,0,8,30.4
"fried rice, pasta, veg biryani",20,0,0,6,34.9
"chicken biryani, pizza",23,1,0,14,29.6
veg biryani,22,0,0,14,21.3
"paneer butter masala, masala dosa",18,1,1,6,34.5
"chicken biryani, masala dosa, naan",0,0,0,1,24.1
"paneer butter masala, veg biryani",5,0,1,11,32.8
pasta,14,1,0,10,23.0
"pasta, burger",22,0,0,13,26.1
pizza,5,0,0,19,24.1
paneer butter masala,21,0,0,6,22.9
"naan, pasta",21,0,1,17,41.3
"masala dosa, chicken biryani, tandoori chicken",3,0,0,10,32.2
"fried rice, masala dosa",3,0,0,19,33.0
"pasta, naan, fried rice",8,0,0,19,33.5
chicken biryani,3,1,0,2,19.7
"pizza, burger",7,0,1,12,28.8
masala dosa,11,0,0,10,21.4
"pizza, naan",0,0,0,18,32.2
pasta,4,0,0,11,20.5
fried rice,22,0,0,9,16.9
"naan, paneer butter masala, fried rice",10,0,0,1,28.0
"burger, paneer butter masala",4,0,0,18,32.4
"burger, naan",20,0,0,14,32.3
pasta,15,0,0,15,21.7
pizza,8,1,0,6,19.0
"tandoori chicken, burger, pizza",16,0,0,5,33.6
"tandoori chicken, pizza",18,1,0,11,25.0
paneer butter masala,4,0,0,8,21.2
"veg biryani, fried rice",22,0,1,16,36.7
"paneer butter masala, fried rice",3,0,1,16,38.3
pizza,16,0,0,9,20.0
"tandoori chicken, burger, paneer butter masala",18,1,0,14,36.6
pasta,9,0,0,12,21.7
tandoori chicken,12,1,0,11,29.1
veg biryani,21,0,0,2,19.6
chicken biryani,10,1,0,15,25.4
burger,0,0,1,8,25.2
"fried rice, veg biryani",23,0,0,10,24.0
pasta,21,0,0,13,25.7
"pasta, veg biryani",12,0,0,2,26.7
"naan, fried rice",3,1,0,14,29.3
"burger, pasta",12,0,0,14,32.6
"fried rice, pizza",10,0,0,17,29.1
"fried rice, burger",3,0,0,2,20.9
"chicken biryani, pasta",7,0,0,16,28.4
masala dosa,15,0,0,15,22.5
"pasta, paneer butter masala, tandoori chicken",17,0,0,17,33.5
"fried rice, veg biryani",1,0,0,12,25.3
"tandoori chicken, masala dosa, pizza",11,0,0,7,28.9
masala dosa,17,0,0,8,18.5
"burger, masala dosa, tandoori chicken",11,0,1,5,38.0
burger,15,0,0,4,17.1
"pasta, burger",20,1,1,13,39.7
"chicken biryani, paneer butter masala",16,0,0,3,22.3
burger,4,0,0,2,16.4
burger,12,0,0,6,24.7
"fried rice, tandoori chicken, pizza",18,0,0,3,25.9
masala dosa,12,0,0,5,24.0
veg biryani,2,0,0,9,19.8
"fried rice, veg biryani",0,0,0,4,18.7
"veg biryani, tandoori chicken",22,0,0,18,28.7
veg biryani,7,0,0,1,14.4
"masala dosa, burger",16,0,0,8,22.1
"chicken biryani, pasta, fried rice",9,0,1,7,34.2
"pasta, tandoori chicken, veg biryani",16,0,0,16,35.7
"burger, chicken biryani, pizza",14,0,0,13,32.7
"veg biryani, fried rice, burger",7,0,0,18,32.8
"fried rice, naan",10,0,0,9,22.3
"masala dosa, fried rice",13,0,0,1,23.9
"chicken biryani, burger, fried rice",16,0,0,13,32.9
"paneer butter masala, pasta",17,0,0,8,24.4
"pizza, masala dosa",15,0,0,19,30.5
"veg biryani, pasta, pizza",8,0,0,17,34.1
"chicken biryani, burger",22,1,0,6,23.1
"pizza, burger",1,0,0,13,26.7
"fried rice, veg biryani, naan",13,0,0,11,38.1
"pasta, burger",15,0,0,2,22.0
"paneer butter masala, tandoori chicken, fried rice",21,0,0,19,39.9
"pizza, fried rice",3,0,0,6,21.2
"burger, pizza",17,0,1,17,37.4
"fried rice, pizza, burger",6,0,0,14,30.7
"tandoori chicken, masala dosa, naan",19,0,0,1,27.3
"veg biryani, chicken biryani",4,0,1,1,28.8
fried rice,1,0,0,16,22.6
"pasta, chicken biryani, burger",10,0,0,14,33.7
"masala dosa, tandoori chicken",21,0,0,10,29.8
"tandoori chicken, masala dosa",6,1,0,8,28.7
"tandoori chicken, pizza, paneer butter masala",0,1,0,16,36.3
"masala dosa, pizza",19,0,0,9,22.6
"masala dosa, paneer butter masala",7,0,0,12,29.5
"pizza, veg biryani",8,1,0,16,29.4
"tandoori chicken, masala dosa, veg biryani",3,0,0,17,32.3
paneer butter masala,8,1,0,1,19.2
pasta,5,1,0,15,24.0
"pizza, chicken biryani",5,0,0,5,21.7
"paneer butter masala, burger",19,0,0,18,28.7
"pizza, chicken biryani, burger",13,0,0,8,35.5
"chicken biryani, burger, tandoori chicken",0,0,0,17,34.1
"burger, fried rice",4,0,0,5,21.0
"masala dosa, burger, naan",12,0,0,16,37.5
naan,14,0,0,19,25.3
"tandoori chicken, paneer butter masala, masala dosa",3,0,0,8,33.2
"naan, burger",11,0,1,9,30.4
masala dosa,16,0,0,1,14.7
chicken biryani,13,0,0,15,25.3
chicken biryani,11,0,0,15,22.9
veg biryani,22,1,0,13,23.5
"pasta, tandoori chicken",10,0,0,13,27.3
naan,7,0,0,14,22.3
"fried rice, tandoori chicken",1,0,0,15,29.2
chicken biryani,14,1,0,17,24.8
"burger, tandoori chicken",16,0,0,17,27.2
"paneer butter masala, pasta",18,0,0,15,22.5
masala dosa,15,0,0,18,22.7
"naan, paneer butter masala, chicken biryani",14,0,1,14,38.7
"naan, chicken biryani",16,0,0,11,24.1
"pasta, chicken biryani, naan",3,0,0,3,27.9
"burger, pizza",14,0,0,8,19.9
paneer butter masala,2,0,0,7,17.6
"chicken biryani, pasta, pizza",0,0,0,14,31.4
burger,11,0,0,4,16.1
"veg biryani, pizza",18,1,0,13,29.6
pasta,2,0,0,8,22.5
"paneer butter masala, pizza, naan",18,1,0,8,32.0
"naan, chicken biryani, fried rice",4,0,0,7,31.2
"chicken biryani, veg biryani, masala dosa",23,0,0,18,36.9
pizza,16,0,0,7,20.1
"paneer butter masala, tandoori chicken, veg biryani",21,0,0,6,34.1
tandoori chicken,16,1,0,12,25.5
"fried rice, veg biryani, chicken biryani",22,0,0,8,28.6
"naan, fried rice, tandoori chicken",14,0,0,10,26.4
"masala dosa, fried rice, chicken biryani",16,0,0,11,32.0
paneer butter masala,18,0,0,4,15.6
naan,22,1,0,3,18.2
"masala dosa, tandoori chicken",0,1,0,16,29.3
"chicken biryani, pizza",18,0,1,12,37.4
chicken biryani,14,0,0,17,21.6
"masala dosa, paneer butter masala",12,0,0,5,26.3
burger,2,0,0,2,15.4
masala dosa,19,0,0,14,19.6
"chicken biryani, pizza, pasta",2,0,0,9,28.3
"pasta, tandoori chicken, veg biryani",5,0,0,13,31.1
"burger, tandoori chicken, pizza",19,0,0,2,25.7
"chicken biryani, tandoori chicken",8,0,0,17,30.0
"burger, pizza, pasta",8,0,0,16,32.8
pizza,0,0,0,7,18.4
masala dosa,0,0,0,15,23.4
"pizza, tandoori chicken",6,0,0,8,23.5
"fried rice, tandoori chicken, paneer butter masala",10,0,0,11,29.3
tandoori chicken,5,0,0,5,18.8
"burger, fried rice",8,0,0,15,28.9
"paneer butter masala, pasta, masala dosa",2,0,0,5,25.9
"veg biryani, burger",11,0,0,15,25.0
veg biryani,18,0,0,6,18.2
"chicken biryani, naan, burger",10,0,0,16,33.8
"naan, chicken biryani, fried rice",2,0,0,2,25.2
"burger, fried rice, tandoori chicken",15,0,0,4,25.0
"pasta, paneer butter masala, burger",13,0,0,15,36.0
"chicken biryani, veg biryani, pizza",5,0,0,4,27.9
"fried rice, chicken biryani",23,0,0,12,30.2
"masala dosa, fried rice, chicken biryani",18,0,1,10,34.9
"veg biryani, paneer butter masala",21,0,0,3,26.5
"pasta, burger",5,0,0,19,26.1
burger,19,0,0,16,18.9
"naan, pizza, veg biryani",16,0,0,11,29.2
"pizza, tandoori chicken, naan",6,0,0,15,31.7
"veg biryani, chicken biryani, masala dosa",14,1,0,1,25.7
"masala dosa, naan, chicken biryani",17,0,0,7,28.4
"pizza, burger, veg biryani",22,0,0,12,30.7
"fried rice, tandoori chicken",3,0,1,3,27.9
"burger, paneer butter masala",16,0,0,17,26.5
"masala dosa, pizza",9,0,0,10,24.3
"masala dosa, fried rice",2,0,0,9,22.0
"pizza, pasta, burger",3,0,0,18,35.5
"fried rice, pizza",20,0,0,2,26.7
"pasta, naan",23,0,0,9,22.0
"chicken biryani, paneer butter masala, naan",5,0,0,16,33.2
"burger, chicken biryani",19,0,0,2,20.5
"veg biryani, tandoori chicken",4,0,1,15,34.9
"pasta, burger, veg biryani",17,0,0,10,31.9
chicken biryani,0,0,0,14,22.8
"chicken biryani, masala dosa, fried rice",19,0,0,13,32.1
tandoori chicken,2,0,0,16,24.7
tandoori chicken,16,0,0,13,20.5
"chicken biryani, tandoori chicken, burger",9,0,0,4,25.4
"veg biryani, naan",2,0,0,12,25.2
chicken biryani,5,0,0,14,21.8
veg biryani,1,0,0,8,12.6
veg biryani,7,0,0,11,17.9
"pizza, tandoori chicken, veg biryani",2,0,0,8,27.5
"paneer butter masala, pasta, burger",8,1,0,5,28.8
tandoori chicken,19,0,0,13,21.6
pasta,12,1,0,8,26.4
"pizza, veg biryani",6,0,0,15,26.3
"masala dosa, tandoori chicken",8,1,0,16,29.9
tandoori chicken,6,0,0,6,20.0
paneer butter masala,13,0,0,1,18.7
pizza,1,0,0,13,22.2
"chicken biryani, naan",1,0,0,19,33.0
"veg biryani, paneer butter masala",9,0,0,15,27.5
"burger, pasta, pizza",10,0,0,19,35.1
masala dosa,2,0,0,11,17.5
fried rice,20,0,0,19,28.0
fried rice,2,0,0,11,20.4
"veg biryani, pizza",10,0,0,6,21.3
veg biryani,4,0,0,8,16.8
"veg biryani, naan",11,0,0,15,30.3
pizza,8,0,0,6,15.3
"pizza, naan, veg biryani",3,0,0,5,25.4
masala dosa,19,0,0,17,26.0
tandoori chicken,7,0,0,9,18.5
pasta,3,0,1,19,30.8
"burger, naan",3,0,0,3,17.4
"veg biryani, burger",3,0,0,19,28.1
"chicken biryani, tandoori chicken",1,0,0,6,18.5
pasta,17,0,0,17,21.1
paneer butter masala,12,0,0,7,21.5
chicken biryani,4,1,0,12,24.1
"naan, paneer butter masala",21,0,0,17,36.5
"chicken biryani, paneer butter masala",17,0,0,18,30.8
chicken biryani,23,1,0,19,28.0
"naan, chicken biryani",12,0,0,18,30.3
"burger, chicken biryani",4,0,0,3,21.1
paneer butter masala,6,0,0,16,20.7
veg biryani,1,0,0,9,24.0
masala dosa,4,1,0,7,20.7
"fried rice, pasta, pizza",13,0,0,13,39.6
"masala dosa, burger",20,1,0,18,33.8
"tandoori chicken, veg biryani, masala dosa",17,0,1,10,39.8
"veg biryani, tandoori chicken",22,1,0,9,27.3
"naan, pasta",8,1,0,1,19.6
burger,18,0,0,12,22.7
chicken biryani,3,0,0,11,23.7
"chicken biryani, pasta, fried rice",1,1,0,11,33.0
"naan, paneer butter masala",21,1,0,17,35.0
"naan, pizza, masala dosa",11,0,1,10,37.0
masala dosa,19,0,0,16,22.8
fried rice,8,0,0,17,23.7
"naan, pizza",13,0,0,5,30.3
veg biryani,4,0,0,7,19.6
"veg biryani, fried rice, pasta",15,0,0,15,33.4
paneer butter masala,2,0,0,12,19.7
"pizza, veg biryani",13,0,0,19,33.8
"chicken biryani, pizza, masala dosa",9,0,0,19,35.7
"masala dosa, veg biryani, pasta",14,0,0,16,35.0
masala dosa,7,0,1,7,25.9
"burger, veg biryani",1,0,0,9,24.6
"tandoori chicken, pizza",4,0,0,16,29.8
"paneer butter masala, masala dosa, veg biryani",18,1,0,18,36.8
"fried rice, burger",5,0,0,9,24.3
"tandoori chicken, paneer butter masala, chicken biryani",2,0,0,6,28.6
fried rice,12,0,0,14,27.3
pizza,7,0,0,19,26.8
"tandoori chicken, pasta",1,0,0,1,19.0
tandoori chicken,7,0,1,16,30.2
paneer butter masala,21,0,0,13,27.5
"tandoori chicken, masala dosa, paneer butter masala",17,0,0,18,35.2
"pizza, burger, pasta",17,0,0,12,33.1
"naan, veg biryani, burger",9,0,0,11,29.6
"masala dosa, pizza, burger",15,0,1,13,40.3
burger,20,0,0,19,30.9
pizza,7,0,0,12,23.9
veg biryani,6,0,0,1,16.4
"pizza, tandoori chicken, paneer butter masala",11,1,0,3,30.5
burger,22,0,0,16,25.1
burger,21,0,0,16,31.1
"paneer butter masala, naan, pasta",14,0,1,8,38.7
"masala dosa, veg biryani",18,0,0,13,24.2
"paneer butter masala, pizza, veg biryani",13,0,0,1,28.3
"burger, tandoori chicken",16,0,0,19,30.6
"tandoori chicken, fried rice",1,1,0,7,27.2
"veg biryani, pasta, masala dosa",14,0,0,13,34.4
"tandoori chicken, fried rice",22,0,0,8,23.5
"pizza, burger, chicken biryani",21,0,0,17,43.4
"masala dosa, veg biryani, chicken biryani",0,0,0,18,35.7
"chicken biryani, tandoori chicken",4,0,0,11,25.2
"burger, masala dosa",20,0,1,3,31.7
pizza,2,0,0,1,18.3
"masala dosa, burger, chicken biryani",12,0,0,11,32.1
burger,3,0,0,16,24.6
tandoori chicken,4,0,0,10,18.9
chicken biryani,12,0,0,2,19.4
"naan, paneer butter masala, burger",14,0,0,6,26.5
"pasta, tandoori chicken, veg biryani",12,0,0,18,39.4
pizza,23,0,0,9,16.3
"masala dosa, paneer butter masala, tandoori chicken",22,1,0,4,33.0
paneer butter masala,4,0,0,5,22.1
pasta,22,0,0,13,18.5
"paneer butter masala, tandoori chicken, masala dosa",19,0,0,9,30.2
"masala dosa, burger, pasta",1,0,0,10,29.5
masala dosa,13,1,0,12,30.4
"paneer butter masala, chicken biryani, pasta",2,0,0,7,28.0
veg biryani,0,1,0,14,26.7
pasta,8,0,0,12,20.4
"fried rice, tandoori chicken, pasta",7,0,0,13,35.4
"pasta, chicken biryani, burger",12,0,0,3,29.4
"chicken biryani, paneer butter masala",23,0,0,5,21.5
"burger, pasta, fried rice",8,0,0,16,30.2
"paneer butter masala, chicken biryani, veg biryani",17,1,0,15,36.3
"chicken biryani, fried rice, tandoori chicken",10,1,0,6,31.5
tandoori chicken,1,0,0,17,23.5
"paneer butter masala, chicken biryani",21,0,0,16,31.5
fried rice,11,1,0,13,23.4
"pasta, pizza",16,0,1,17,36.3
"fried rice, masala dosa, burger",4,0,0,19,33.7
"naan, masala dosa",7,0,0,19,29.2
"chicken biryani, fried rice, veg biryani",5,1,0,7,33.0
"veg biryani, pasta",7,1,0,7,27.7
"masala dosa, veg biryani, pasta",17,0,0,8,26.7
